,ID,ESTADO,FECHA_INSTALACION,MODELO,ACCESIBLE,TIPO,MANTENIMIENTOS,ULTIMA_FECHA_MANTENIMIENTO,INCIDENCIAS,DESGASTE_ACUMULADO,INDICADOR_EXPOSICION,NOMBRE,AreaID
44,9295465,OPERATIVO,23-06-2023,,True,DEPORTIVO,"[154, 7495]",25-07-2024,"[[2193, 'Vandalismo', '23-10-2023', 'Cerrada'], [10216, 'Vandalismo', '06-12-2024', 'Cerrada'], [12594, 'Desgaste', '18-07-2024', 'Abierta']]",2,Alto,JUEGO-9295465,9295425
45,9295454,OPERATIVO,23-06-2023,,True,DEPORTIVO,[13060],02-04-2024,"[[3263, 'Desgaste', '02-03-2024', 'Abierta'], [7969, 'Rotura', '22-12-2023', 'Abierta'], [8245, 'Mal funcionamiento', '09-04-2024', 'Abierta'], [13176, 'Mal funcionamiento', '17-06-2024', 'Cerrada']]",1,Alto,JUEGO-9295454,16718
46,9295451,OPERATIVO,01-01-1996,,True,DEPORTIVO,[13146],27-01-2024,[],1,Medio,JUEGO-9295451,9295425
47,9295430,OPERATIVO,23-06-2023,,True,DEPORTIVO,"[4495, 10748]",26-06-2024,"[[5179, 'Vandalismo', '22-07-2024', 'Abierta']]",2,Alto,JUEGO-9295430,9295425
48,9295385,OPERATIVO,03-07-2023,,True,DEPORTIVO,[],03-07-2023,[],0,Bajo,JUEGO-9295385,4749888
49,9295378,OPERATIVO,03-07-2023,,True,DEPORTIVO,[5127],17-12-2023,[],1,Bajo,JUEGO-9295378,4749888
50,9295340,OPERATIVO,03-07-2023,,True,DEPORTIVO,[],03-07-2023,[],0,Bajo,JUEGO-9295340,18047
51,9295061,OPERATIVO,26-07-2023,,True,DEPORTIVO,[],26-07-2023,[],0,Alto,JUEGO-9295061,18229
52,9536975,OPERATIVO,31-01-2024,,True,DEPORTIVO,"[1780, 10460]",25-09-2024,"[[1070, 'Rotura', '29-01-2024', 'Cerrada'], [1094, 'Vandalismo', '01-12-2024', 'Cerrada'], [1070, 'Rotura', '29-01-2024', 'Cerrada'], [1094, 'Vandalismo', '01-12-2024', 'Cerrada']]",2,Medio,JUEGO-9536975,52121
53,9536969,OPERATIVO,31-01-2024,,True,DEPORTIVO,[],31-01-2024,[],0,Bajo,JUEGO-9536969,52061
54,9497654,OPERATIVO,04-04-2024,,True,DEPORTIVO,"[13806, 13929]",10-09-2024,"[[912, 'Vandalismo', '01-06-2024', 'Abierta'], [6024, 'Rotura', '08-04-2024', 'Cerrada'], [15412, 'Desgaste', '30-06-2024', 'Cerrada'], [912, 'Vandalismo', '01-06-2024', 'Abierta'], [6024, 'Rotura', '08-04-2024', 'Cerrada'], [15412, 'Desgaste', '30-06-2024', 'Cerrada']]",2,Bajo,JUEGO-9497654,18405
55,9494208,OPERATIVO,19-03-2024,,True,DEPORTIVO,[10437],19-03-2024,[],1,Medio,JUEGO-9494208,16961
56,9494204,OPERATIVO,19-03-2024,,True,DEPORTIVO,[],19-03-2024,[],0,Alto,JUEGO-9494204,16961
57,9494202,OPERATIVO,19-03-2024,,True,DEPORTIVO,[],19-03-2024,[],0,Medio,JUEGO-9494202,9494172
58,9493044,OPERATIVO,03-07-2024,,True,DEPORTIVO,[],03-07-2024,[],0,Bajo,JUEGO-9493044,9492997
59,9493027,OPERATIVO,07-03-2024,,True,DEPORTIVO,[],07-03-2024,[],0,Alto,JUEGO-9493027,16771
60,9493024,OPERATIVO,03-07-2024,,True,DEPORTIVO,[1185],03-07-2024,"[[12970, 'Mal funcionamiento', '10-07-2024', 'Abierta'], [14724, 'Desgaste', '29-04-2024', 'Cerrada']]",1,Medio,JUEGO-9493024,9492866
61,9493000,OPERATIVO,01-01-1996,,True,DEPORTIVO,[],01-01-1996,[],0,Bajo,JUEGO-9493000,16899
62,9492873,OPERATIVO,07-03-2024,,True,DEPORTIVO,"[8788, 11001]",02-04-2024,[],2,Alto,JUEGO-9492873,9492866
63,9492617,OPERATIVO,14-02-2024,,True,DEPORTIVO,[10220],14-02-2024,[],1,Bajo,JUEGO-9492617,17453
64,9438570,OPERATIVO,26-03-2024,,True,DEPORTIVO,"[4711, 12837]",26-03-2024,"[[4431, 'Mal funcionamiento', '26-10-2023', 'Cerrada'], [10748, 'Rotura', '03-09-2024', 'Abierta'], [10752, 'Vandalismo', '21-05-2024', 'Cerrada'], [17253, 'Rotura', '12-07-2023', 'Cerrada'], [4431, 'Mal funcionamiento', '26-10-2023', 'Cerrada'], [10748, 'Rotura', '03-09-2024', 'Abierta'], [10752, 'Vandalismo', '21-05-2024', 'Cerrada'], [17253, 'Rotura', '12-07-2023', 'Cerrada']]",2,Medio,JUEGO-9438570,17605
65,9294651,OPERATIVO,21-07-2023,,True,DEPORTIVO,"[2908, 8230, 10639, 12939]",15-06-2024,"[[341, 'Mal funcionamiento', '21-03-2024', 'Cerrada'], [3826, 'Desgaste', '16-09-2024', 'Cerrada'], [10746, 'Mal funcionamiento', '15-02-2024', 'Abierta']]",4,Bajo,JUEGO-9294651,18041
66,9294649,OPERATIVO,21-07-2023,,True,DEPORTIVO,"[654, 1743]",01-04-2024,"[[2640, 'Vandalismo', '24-01-2024', 'Abierta'], [4344, 'Desgaste', '16-01-2024', 'Abierta']]",2,Bajo,JUEGO-9294649,18041
67,9294596,OPERATIVO,01-01-1996,,True,DEPORTIVO,"[1837, 2726, 6387]",11-07-2024,"[[2645, 'Mal funcionamiento', '27-08-2024', 'Abierta'], [13337, 'Rotura', '03-12-2023', 'Cerrada'], [14848, 'Mal funcionamiento', '07-05-2024', 'Abierta']]",3,Bajo,JUEGO-9294596,17866
68,9294593,OPERATIVO,21-07-2023,,True,DEPORTIVO,"[1132, 11784]",23-06-2024,"[[1963, 'Rotura', '03-04-2024', 'Cerrada'], [6205, 'Desgaste', '16-11-2023', 'Cerrada'], [13490, 'Rotura', '30-10-2023', 'Cerrada'], [14029, 'Rotura', '19-10-2023', 'Abierta']]",2,Bajo,JUEGO-9294593,18027
69,9294589,OPERATIVO,21-07-2023,,True,DEPORTIVO,[3188],02-12-2023,"[[2975, 'Vandalismo', '04-06-2024', 'Abierta'], [7590, 'Desgaste', '30-03-2024', 'Cerrada'], [10648, 'Desgaste', '05-01-2024', 'Cerrada']]",1,Medio,JUEGO-9294589,17866
70,9294510,OPERATIVO,31-07-2023,,True,DEPORTIVO,[],31-07-2023,[],0,Bajo,JUEGO-9294510,4731641
71,9294508,OPERATIVO,01-01-1996,,True,DEPORTIVO,"[10754, 13946, 14523]",11-06-2024,"[[7513, 'Vandalismo', '11-12-2023', 'Cerrada'], [15717, 'Desgaste', '27-06-2024', 'Abierta'], [17178, 'Desgaste', '03-11-2023', 'Cerrada']]",3,Bajo,JUEGO-9294508,4731641
72,9294505,OPERATIVO,31-07-2023,,True,DEPORTIVO,"[706, 6008, 12973]",16-12-2023,"[[12610, 'Mal funcionamiento', '30-09-2024', 'Cerrada'], [14518, 'Mal funcionamiento', '21-12-2023', 'Abierta'], [14548, 'Mal funcionamiento', '27-09-2024', 'Cerrada'], [12610, 'Mal funcionamiento', '30-09-2024', 'Cerrada'], [14518, 'Mal funcionamiento', '21-12-2023', 'Abierta'], [14548, 'Mal funcionamiento', '27-09-2024', 'Cerrada']]",3,Medio,JUEGO-9294505,7861611
73,9294503,OPERATIVO,31-07-2023,,True,DEPORTIVO,[],31-07-2023,[],0,Bajo,JUEGO-9294503,7861611
74,9294063,OPERATIVO,08-01-2023,,True,DEPORTIVO,[2214],26-10-2023,"[[3773, 'Mal funcionamiento', '10-11-2023', 'Cerrada'], [9080, 'Mal funcionamiento', '22-11-2023', 'Cerrada'], [16722, 'Mal funcionamiento', '06-11-2023', 'Abierta']]",1,Bajo,JUEGO-9294063,9294001
75,9294002,OPERATIVO,01-08-2023,,True,DEPORTIVO,[],01-08-2023,[],0,Bajo,JUEGO-9294002,9294001
76,9293992,OPERATIVO,08-01-2023,,True,DEPORTIVO,"[3900, 5295, 5335]",02-06-2024,"[[1011, 'Rotura', '08-04-2024', 'Abierta'], [2186, 'Desgaste', '10-07-2024', 'Abierta'], [9638, 'Mal funcionamiento', '25-11-2023', 'Cerrada'], [14078, 'Desgaste', '16-09-2024', 'Cerrada']]",3,Alto,JUEGO-9293992,9293991
77,9292103,OPERATIVO,21-07-2023,,True,DEPORTIVO,[11103],20-09-2024,"[[4410, 'Vandalismo', '02-09-2024', 'Cerrada'], [7689, 'Desgaste', '20-01-2024', 'Cerrada'], [8374, 'Mal funcionamiento', '31-07-2024', 'Abierta'], [11397, 'Mal funcionamiento', '30-10-2023', 'Abierta'], [12182, 'Rotura', '12-05-2023', 'Cerrada']]",1,Bajo,JUEGO-9292103,7247916
78,9292100,OPERATIVO,21-07-2023,,True,DEPORTIVO,[],21-07-2023,[],0,Bajo,JUEGO-9292100,9292077
79,9277920,OPERATIVO,28-06-2023,,True,DEPORTIVO,"[13517, 14897]",11-05-2024,"[[6547, 'Desgaste', '02-03-2024', 'Cerrada'], [6965, 'Rotura', '28-12-2023', 'Abierta'], [7674, 'Mal funcionamiento', '07-10-2024', 'Abierta'], [15542, 'Vandalismo', '19-07-2024', 'Abierta'], [17314, 'Rotura', '11-12-2023', 'Abierta']]",2,Bajo,JUEGO-9277920,52149
80,9277913,OPERATIVO,28-06-2023,,True,DEPORTIVO,"[1492, 6006]",04-09-2024,"[[6645, 'Vandalismo', '05-06-2024', 'Cerrada'], [8041, 'Rotura', '05-11-2024', 'Cerrada']]",2,Medio,JUEGO-9277913,17839
81,9277910,OPERATIVO,28-06-2023,,True,DEPORTIVO,[],28-06-2023,[],0,Alto,JUEGO-9277910,17842
82,9277908,OPERATIVO,28-06-2023,,True,DEPORTIVO,[14152],02-10-2024,"[[3831, 'Desgaste', '07-11-2023', 'Cerrada'], [8398, 'Desgaste', '30-06-2024', 'Cerrada']]",1,Medio,JUEGO-9277908,17833
83,9277906,OPERATIVO,28-06-2023,,True,DEPORTIVO,"[9527, 11409, 13561]",25-08-2024,"[[652, 'Desgaste', '20-05-2024', 'Abierta'], [3038, 'Vandalismo', '10-03-2024', 'Abierta'], [6777, 'Desgaste', '17-08-2024', 'Abierta']]",3,Alto,JUEGO-9277906,17839
84,9277894,OPERATIVO,28-06-2023,,True,DEPORTIVO,[],28-06-2023,[],0,Bajo,JUEGO-9277894,17833
85,9277885,OPERATIVO,01-01-1996,,True,DEPORTIVO,[10247],21-08-2024,[],1,Alto,JUEGO-9277885,17833
86,9277883,OPERATIVO,28-06-2023,,True,DEPORTIVO,[12779],21-06-2024,"[[7633, 'Vandalismo', '06-01-2024', 'Abierta']]",1,Bajo,JUEGO-9277883,9277882
87,9277728,OPERATIVO,29-06-2023,,True,DEPORTIVO,[],29-06-2023,[],0,Bajo,JUEGO-9277728,7882665
88,9277669,OPERATIVO,29-06-2023,,True,DEPORTIVO,[8803],06-01-2024,"[[7949, 'Mal funcionamiento', '17-05-2024', 'Cerrada'], [11219, 'Vandalismo', '30-10-2023', 'Cerrada'], [13075, 'Mal funcionamiento', '01-02-2024', 'Abierta'], [15452, 'Desgaste', '17-01-2024', 'Cerrada']]",1,Medio,JUEGO-9277669,17298
89,9277662,OPERATIVO,01-01-1996,,True,DEPORTIVO,[],01-01-1996,[],0,Medio,JUEGO-9277662,7882665
90,9273134,OPERATIVO,26-05-2023,,True,DEPORTIVO,[],26-05-2023,[],0,Alto,JUEGO-9273134,18164
91,9273132,OPERATIVO,26-05-2023,,True,DEPORTIVO,[],26-05-2023,[],0,Alto,JUEGO-9273132,18164
92,9273128,OPERATIVO,26-05-2023,,True,DEPORTIVO,[],26-05-2023,[],0,Bajo,JUEGO-9273128,4737835
93,9273126,OPERATIVO,26-05-2023,,True,DEPORTIVO,[2378],08-04-2024,[],1,Bajo,JUEGO-9273126,4737835
94,9273122,OPERATIVO,26-05-2023,,True,DEPORTIVO,[],26-05-2023,[],0,Medio,JUEGO-9273122,18015
95,9273112,OPERATIVO,26-05-2023,,True,DEPORTIVO,[],26-05-2023,[],0,Bajo,JUEGO-9273112,18089
96,9273103,OPERATIVO,26-05-2023,,True,DEPORTIVO,[],26-05-2023,[],0,Alto,JUEGO-9273103,18097
97,9273073,OPERATIVO,01-01-1996,,True,DEPORTIVO,"[2271, 2589]",05-10-2024,[],2,Medio,JUEGO-9273073,18097
98,9273006,OPERATIVO,26-05-2023,,True,DEPORTIVO,[],26-05-2023,[],0,Alto,JUEGO-9273006,18097
99,9272957,OPERATIVO,26-05-2023,,True,DEPORTIVO,[],26-05-2023,[],0,Alto,JUEGO-9272957,18097
100,9272935,OPERATIVO,26-05-2023,,True,DEPORTIVO,"[3522, 12159, 13004]",27-06-2024,[],3,Medio,JUEGO-9272935,18089
101,9272931,OPERATIVO,26-05-2023,,True,DEPORTIVO,"[5198, 12337, 14403]",04-07-2024,"[[6510, 'Vandalismo', '17-03-2024', 'Abierta'], [15987, 'Rotura', '11-12-2023', 'Abierta']]",3,Medio,JUEGO-9272931,18089
102,9271975,OPERATIVO,22-06-2023,,True,DEPORTIVO,[],22-06-2023,[],0,Bajo,JUEGO-9271975,9271963
103,9271964,OPERATIVO,22-06-2023,,True,DEPORTIVO,"[1830, 8166]",21-05-2024,[],2,Bajo,JUEGO-9271964,9271963
104,9269409,OPERATIVO,06-09-2023,,True,DEPORTIVO,[9786],10-07-2024,"[[14592, 'Mal funcionamiento', '10-10-2024', 'Cerrada'], [15366, 'Mal funcionamiento', '22-10-2023', 'Cerrada']]",1,Medio,JUEGO-9269409,9269361
105,9263818,OPERATIVO,01-01-1996,,True,DEPORTIVO,[3833],08-06-2024,[],1,Bajo,JUEGO-9263818,17034
106,9263813,OPERATIVO,01-01-1996,,True,DEPORTIVO,[10162],12-04-2024,"[[5010, 'Rotura', '04-04-2024', 'Cerrada'], [13684, 'Rotura', '08-09-2024', 'Abierta']]",1,Medio,JUEGO-9263813,9263613
107,9263750,OPERATIVO,16-12-2022,,True,DEPORTIVO,"[7900, 12737, 14103]",21-06-2024,"[[995, 'Desgaste', '25-12-2023', 'Abierta'], [11201, 'Rotura', '10-03-2024', 'Cerrada'], [12337, 'Mal funcionamiento', '28-09-2024', 'Cerrada']]",3,Bajo,JUEGO-9263750,5653909
108,9262024,OPERATIVO,17-05-2023,,True,DEPORTIVO,"[4554, 13292]",08-07-2024,[],2,Bajo,JUEGO-9262024,17554
109,9261942,OPERATIVO,17-05-2023,,True,DEPORTIVO,"[3119, 10315]",05-08-2024,[],2,Alto,JUEGO-9261942,16965
110,9261334,OPERATIVO,09-06-2023,,True,DEPORTIVO,[],09-06-2023,[],0,Alto,JUEGO-9261334,18095
111,9259977,OPERATIVO,09-06-2023,,True,DEPORTIVO,[14006],15-07-2024,"[[7601, 'Vandalismo', '17-04-2024', 'Abierta'], [10734, 'Mal funcionamiento', '04-02-2024', 'Abierta'], [13210, 'Rotura', '17-05-2024', 'Abierta'], [14139, 'Vandalismo', '28-04-2024', 'Abierta']]",1,Bajo,JUEGO-9259977,9259976
112,9244009,OPERATIVO,18-08-2022,,True,DEPORTIVO,[1384],18-10-2023,[],1,Medio,JUEGO-9244009,16922
113,9243912,OPERATIVO,18-08-2022,,True,DEPORTIVO,"[3891, 5245]",25-11-2023,"[[4731, 'Desgaste', '24-09-2024', 'Cerrada'], [9062, 'Mal funcionamiento', '16-02-2024', 'Cerrada'], [9105, 'Rotura', '16-11-2023', 'Abierta'], [9716, 'Vandalismo', '16-02-2024', 'Cerrada'], [10869, 'Desgaste', '02-12-2024', 'Cerrada'], [16217, 'Mal funcionamiento', '10-08-2024', 'Abierta'], [4731, 'Desgaste', '24-09-2024', 'Cerrada'], [9062, 'Mal funcionamiento', '16-02-2024', 'Cerrada'], [9105, 'Rotura', '16-11-2023', 'Abierta'], [9716, 'Vandalismo', '16-02-2024', 'Cerrada'], [10869, 'Desgaste', '02-12-2024', 'Cerrada'], [16217, 'Mal funcionamiento', '10-08-2024', 'Abierta']]",2,Medio,JUEGO-9243912,16922
114,9243127,OPERATIVO,19-08-2022,,True,DEPORTIVO,"[2918, 7539, 11668]",19-08-2024,[],3,Bajo,JUEGO-9243127,17646
